rank,candidate_id,current_title,years_experience,final_score
513,CAND_0060904,Mechanical Engineer,12.5,65.84
514,CAND_0061298,Mechanical Engineer,14.8,65.84
515,CAND_0062751,Mechanical Engineer,9.7,65.84
516,CAND_0066707,Mechanical Engineer,12.0,65.84
517,CAND_0076590,Mechanical Engineer,9.0,65.84
518,CAND_0080002,Civil Engineer,14.6,65.84
519,CAND_0044039,Business Analyst,14.5,65.836
520,CAND_0098943,Graphic Designer,13.2,65.832
521,CAND_0017129,Graphic Designer,12.7,65.828
522,CAND_0085291,Graphic Designer,9.5,65.813
523,CAND_0049771,AI Research Engineer,5.0,65.807
524,CAND_0089902,Project Manager,13.7,65.804
525,CAND_0064746,Graphic Designer,10.9,65.802
526,CAND_0096823,Data Scientist,4.4,65.802
527,CAND_0048859,Civil Engineer,13.4,65.8
528,CAND_0087082,Civil Engineer,9.9,65.793
529,CAND_0020931,Business Analyst,10.1,65.789
530,CAND_0088349,Business Analyst,11.9,65.787
531,CAND_0009482,Data Engineer,7.5,65.786
532,CAND_0067654,Graphic Designer,9.8,65.781
533,CAND_0006264,Mechanical Engineer,8.4,65.773
534,CAND_0036561,Graphic Designer,12.1,65.746
535,CAND_0052387,Business Analyst,12.1,65.743
536,CAND_0084143,Business Analyst,12.8,65.737
537,CAND_0011816,Business Analyst,13.5,65.725
538,CAND_0065021,Graphic Designer,12.8,65.721
539,CAND_0053823,Junior ML Engineer,4.8,65.72
540,CAND_0055413,Graphic Designer,14.4,65.695
541,CAND_0002950,Graphic Designer,10.3,65.681
542,CAND_0028318,Data Scientist,6.4,65.68
543,CAND_0061435,Graphic Designer,13.2,65.68
544,CAND_0067979,Project Manager,14.9,65.674
545,CAND_0030916,Graphic Designer,14.9,65.673
546,CAND_0085655,Graphic Designer,14.5,65.672
547,CAND_0034148,ML Engineer,5.0,65.667
548,CAND_0081948,Software Engineer,7.3,65.667
549,CAND_0078518,Project Manager,11.3,65.66
550,CAND_0088799,Business Analyst,14.5,65.655
551,CAND_0011323,Project Manager,14.8,65.654
552,CAND_0015831,Business Analyst,14.7,65.653
553,CAND_0018005,Business Analyst,11.0,65.643
554,CAND_0048594,Business Analyst,14.3,65.642
555,CAND_0070863,Business Analyst,14.2,65.627
556,CAND_0043613,Project Manager,13.8,65.626
557,CAND_0084372,Graphic Designer,14.9,65.622
558,CAND_0099649,Project Manager,14.8,65.621
559,CAND_0019159,ML Engineer,6.1,65.62
560,CAND_0086878,Graphic Designer,10.8,65.61
561,CAND_0018477,Project Manager,13.9,65.609
562,CAND_0061891,Project Manager,11.4,65.606
563,CAND_0025175,Project Manager,9.1,65.599
564,CAND_0036150,Project Manager,10.3,65.598
565,CAND_0086178,Graphic Designer,12.6,65.592
566,CAND_0087843,Project Manager,9.5,65.592
567,CAND_0091469,Graphic Designer,14.5,65.587
568,CAND_0013665,Senior Software Engineer (ML),5.2,65.575
569,CAND_0010497,Graphic Designer,8.9,65.573
570,CAND_0082612,Graphic Designer,14.7,65.568
571,CAND_0021100,Data Engineer,7.0,65.566
572,CAND_0044551,Graphic Designer,14.2,65.566
573,CAND_0025676,Project Manager,8.1,65.563
574,CAND_0099531,Data Analyst,5.7,65.563
575,CAND_0018709,Mechanical Engineer,14.5,65.56
576,CAND_0044966,Civil Engineer,13.6,65.56
577,CAND_0045831,Civil Engineer,9.2,65.56
578,CAND_0056182,Mechanical Engineer,8.9,65.56
579,CAND_0062340,Civil Engineer,9.5,65.56
580,CAND_0067475,Mechanical Engineer,14.2,65.56
581,CAND_0091686,Mechanical Engineer,12.2,65.56
582,CAND_0094966,Mechanical Engineer,14.1,65.56
583,CAND_0014683,Senior Software Engineer (ML),5.6,65.557
584,CAND_0056128,Graphic Designer,10.6,65.553
585,CAND_0090385,Project Manager,11.3,65.552
586,CAND_0053507,Project Manager,14.7,65.548
587,CAND_0053647,Graphic Designer,11.3,65.546
588,CAND_0033987,ML Engineer,6.8,65.544
589,CAND_0066623,Senior Data Engineer,6.3,65.54
590,CAND_0086624,Graphic Designer,8.5,65.54
591,CAND_0063471,Graphic Designer,10.1,65.531
592,CAND_0093814,Business Analyst,11.9,65.525
593,CAND_0097460,Project Manager,10.7,65.523
594,CAND_0026922,Project Manager,12.5,65.522
595,CAND_0070596,Project Manager,8.7,65.519
596,CAND_0095568,Project Manager,10.5,65.516
597,CAND_0014311,Business Analyst,9.8,65.515
598,CAND_0090472,Business Analyst,14.4,65.508
599,CAND_0006922,Graphic Designer,9.3,65.498
600,CAND_0097059,Project Manager,11.8,65.495
601,CAND_0073012,Project Manager,11.5,65.487
602,CAND_0025939,Data Scientist,4.4,65.483
603,CAND_0084442,Project Manager,13.0,65.47
604,CAND_0081043,Graphic Designer,10.6,65.467
605,CAND_0018910,Graphic Designer,10.0,65.464
606,CAND_0068959,Graphic Designer,13.2,65.46
607,CAND_0093191,Business Analyst,12.2,65.447
608,CAND_0052905,Graphic Designer,8.5,65.445
609,CAND_0071563,Project Manager,11.7,65.439
610,CAND_0076338,Graphic Designer,12.7,65.435
611,CAND_0079176,AI Specialist,5.3,65.432
612,CAND_0054310,Project Manager,8.5,65.426
613,CAND_0044734,Project Manager,11.1,65.421
614,CAND_0040420,Graphic Designer,14.9,65.403
615,CAND_0080033,Project Manager,9.0,65.402
616,CAND_0044929,Business Analyst,8.6,65.394
617,CAND_0008978,Junior ML Engineer,6.7,65.393
618,CAND_0039958,Project Manager,9.5,65.392
619,CAND_0050500,Graphic Designer,11.6,65.373
620,CAND_0068057,Project Manager,9.2,65.372
621,CAND_0074450,Project Manager,9.4,65.37
622,CAND_0067422,Business Analyst,9.8,65.365
623,CAND_0069320,Business Analyst,14.4,65.355
624,CAND_0091957,Graphic Designer,11.0,65.347
625,CAND_0094370,Business Analyst,8.4,65.339
626,CAND_0066457,Project Manager,9.5,65.333
627,CAND_0049887,Business Analyst,9.4,65.329
628,CAND_0019302,Business Analyst,12.2,65.32
629,CAND_0014564,Graphic Designer,12.1,65.312
630,CAND_0032089,ML Engineer,6.6,65.309
631,CAND_0000273,ML Engineer,5.8,65.29
632,CAND_0075513,Project Manager,8.7,65.29
633,CAND_0093630,Graphic Designer,11.9,65.277
634,CAND_0073423,Project Manager,11.7,65.27
635,CAND_0087589,Senior Software Engineer,5.3,65.26
636,CAND_0096290,Business Analyst,11.5,65.24
637,CAND_0023110,Project Manager,13.1,65.238
638,CAND_0071093,Project Manager,13.5,65.16
639,CAND_0029759,HR Manager,13.1,65.147
640,CAND_0001644,Business Analyst,8.7,65.14
641,CAND_0015083,Business Analyst,11.6,65.14
642,CAND_0021290,Project Manager,9.6,65.14
643,CAND_0031442,Business Analyst,10.9,65.14
644,CAND_0088369,Business Analyst,9.0,65.14
645,CAND_0095111,Business Analyst,10.6,65.14
646,CAND_0095218,Graphic Designer,12.7,65.14
647,CAND_0074358,Graphic Designer,8.4,65.138
648,CAND_0047542,Senior Software Engineer (ML),5.0,65.114
649,CAND_0029294,AI Research Engineer,4.0,65.107
650,CAND_0036604,ML Engineer,4.7,65.08
651,CAND_0059504,Junior ML Engineer,3.3,65.08
652,CAND_0067111,ML Engineer,3.9,65.08
653,CAND_0074765,Data Scientist,3.1,65.08
654,CAND_0077881,Junior ML Engineer,4.6,65.08
655,CAND_0025902,Operations Manager,13.7,65.067
656,CAND_0012988,Senior Software Engineer (ML),4.3,65.047
657,CAND_0058315,Graphic Designer,12.8,65.04
658,CAND_0058340,Sales Executive,8.2,65.039
659,CAND_0005632,Backend Engineer,5.6,65.02
660,CAND_0034769,Business Analyst,14.9,65.006
661,CAND_0060835,Senior Software Engineer (ML),6.6,65.004
662,CAND_0061088,Customer Support,11.1,65.002
663,CAND_0065052,AI Specialist,4.6,65.002
664,CAND_0048534,Computer Vision Engineer,3.4,64.947
665,CAND_0058327,Customer Support,10.0,64.925
666,CAND_0027680,Accountant,10.3,64.91
667,CAND_0035369,Accountant,14.2,64.893
668,CAND_0032334,Business Analyst,11.3,64.86
669,CAND_0035762,Business Analyst,14.1,64.86
670,CAND_0040489,Business Analyst,8.0,64.86
671,CAND_0042941,Project Manager,9.9,64.86
672,CAND_0061255,Graphic Designer,12.2,64.86
673,CAND_0067852,Senior Software Engineer,4.9,64.86
674,CAND_0074612,Project Manager,9.3,64.86
675,CAND_0075467,Business Analyst,8.5,64.86
676,CAND_0084386,Project Manager,10.7,64.86
677,CAND_0077956,Computer Vision Engineer,6.4,64.851
678,CAND_0033202,Sales Executive,14.3,64.849
679,CAND_0012034,Content Writer,13.9,64.833
680,CAND_0028748,HR Manager,14.6,64.807
681,CAND_0070225,ML Engineer,6.0,64.801
682,CAND_0094718,Senior Data Engineer,3.8,64.8
683,CAND_0032733,Accountant,12.8,64.799
684,CAND_0061160,Content Writer,13.6,64.799
685,CAND_0069746,Customer Support,13.1,64.787
686,CAND_0020145,Content Writer,13.5,64.783
687,CAND_0023515,Customer Support,9.5,64.783
688,CAND_0020855,Content Writer,13.3,64.781
689,CAND_0012067,Sales Executive,9.5,64.778
690,CAND_0003895,Accountant,8.4,64.775
691,CAND_0055164,Operations Manager,13.7,64.768
692,CAND_0094732,Customer Support,14.1,64.768
693,CAND_0027640,Marketing Manager,8.7,64.767
694,CAND_0031271,HR Manager,11.8,64.764
695,CAND_0059109,Customer Support,10.6,64.764
696,CAND_0068253,Accountant,11.5,64.762
697,CAND_0091545,Operations Manager,11.0,64.758
698,CAND_0044442,Marketing Manager,9.8,64.755
699,CAND_0020468,HR Manager,13.4,64.753
700,CAND_0016180,Marketing Manager,11.3,64.749
701,CAND_0059240,Junior ML Engineer,4.0,64.744
702,CAND_0082184,Operations Manager,8.3,64.744
703,CAND_0032771,Accountant,13.6,64.738
704,CAND_0086738,Marketing Manager,11.9,64.738
705,CAND_0069528,Accountant,11.1,64.736
706,CAND_0063436,Marketing Manager,11.4,64.735
707,CAND_0095362,HR Manager,9.5,64.732
708,CAND_0086087,Accountant,9.4,64.727
709,CAND_0044428,Data Scientist,4.1,64.718
710,CAND_0032744,Accountant,14.7,64.716
711,CAND_0065530,Marketing Manager,13.6,64.707
712,CAND_0024091,Sales Executive,13.8,64.701
713,CAND_0096943,HR Manager,12.2,64.701
714,CAND_0062291,Customer Support,11.4,64.695
715,CAND_0032019,Customer Support,13.8,64.693
716,CAND_0091439,Senior Data Engineer,6.3,64.689
717,CAND_0096206,Operations Manager,10.7,64.688
718,CAND_0049237,HR Manager,9.9,64.682
719,CAND_0035292,Customer Support,13.7,64.676
720,CAND_0058328,Content Writer,12.6,64.674
721,CAND_0063668,Content Writer,11.1,64.671
722,CAND_0000220,Marketing Manager,10.9,64.67
723,CAND_0003234,Marketing Manager,12.8,64.669
724,CAND_0043050,Customer Support,13.3,64.666
725,CAND_0049710,Accountant,11.8,64.666
726,CAND_0032717,Data Analyst,3.8,64.66
727,CAND_0024156,Customer Support,14.2,64.653
728,CAND_0036498,Customer Support,8.2,64.65
729,CAND_0006732,Marketing Manager,13.9,64.647
730,CAND_0052257,Computer Vision Engineer,4.7,64.647
731,CAND_0072600,Operations Manager,12.7,64.645
732,CAND_0039982,HR Manager,11.1,64.644
733,CAND_0082307,Marketing Manager,10.3,64.642
734,CAND_0091969,Content Writer,11.6,64.641
735,CAND_0027663,AI Specialist,5.3,64.638
736,CAND_0038656,ML Engineer,3.3,64.633
737,CAND_0098498,Sales Executive,13.4,64.622
738,CAND_0031146,Operations Manager,9.6,64.621
739,CAND_0002094,Sales Executive,14.0,64.616
740,CAND_0012514,Operations Manager,11.4,64.613
741,CAND_0031267,Full Stack Developer,8.9,64.597
742,CAND_0064615,Marketing Manager,8.1,64.594
743,CAND_0076075,Accountant,8.7,64.594
744,CAND_0025499,HR Manager,14.4,64.593
745,CAND_0020372,Marketing Manager,13.4,64.591
746,CAND_0089197,AI Specialist,3.1,64.59
747,CAND_0093072,Operations Manager,14.3,64.585
748,CAND_0095443,Operations Manager,14.3,64.582
749,CAND_0065514,ML Engineer,6.6,64.578
750,CAND_0037030,Marketing Manager,10.6,64.575
751,CAND_0072782,Content Writer,12.6,64.574
752,CAND_0037466,Accountant,10.3,64.569
753,CAND_0012985,HR Manager,10.1,64.567
754,CAND_0094739,Sales Executive,10.1,64.567
755,CAND_0022781,Sales Executive,11.3,64.562
756,CAND_0055670,Sales Executive,9.7,64.562
757,CAND_0077498,Senior Software Engineer (ML),5.4,64.56
758,CAND_0086173,Sales Executive,11.3,64.555
759,CAND_0082216,Customer Support,11.8,64.552
760,CAND_0007997,Operations Manager,15.0,64.551
761,CAND_0034735,Operations Manager,10.2,64.547
762,CAND_0087829,Marketing Manager,13.2,64.545
763,CAND_0035945,Marketing Manager,8.4,64.544
764,CAND_0081352,Operations Manager,15.0,64.544
765,CAND_0088445,Marketing Manager,11.8,64.544
766,CAND_0006127,Accountant,10.7,64.529
767,CAND_0032555,HR Manager,11.5,64.528
768,CAND_0063646,Marketing Manager,10.4,64.52
769,CAND_0072729,Marketing Manager,13.7,64.519
770,CAND_0004800,Customer Support,12.1,64.517
771,CAND_0051779,Sales Executive,8.6,64.517
772,CAND_0026828,Accountant,9.2,64.515
773,CAND_0029275,Sales Executive,12.3,64.513
774,CAND_0038157,Content Writer,10.0,64.51
775,CAND_0048166,ML Engineer,5.2,64.51
776,CAND_0042423,Operations Manager,11.9,64.504
777,CAND_0053632,Customer Support,8.4,64.504
778,CAND_0049801,HR Manager,13.1,64.503
779,CAND_0053472,Senior Software Engineer (ML),6.5,64.502
780,CAND_0099331,Content Writer,14.8,64.5
781,CAND_0042262,Operations Manager,13.8,64.499
782,CAND_0009234,HR Manager,10.0,64.495
783,CAND_0010771,Sales Executive,14.0,64.494
784,CAND_0032320,Operations Manager,8.3,64.494
785,CAND_0033719,Content Writer,11.2,64.494
786,CAND_0055137,Marketing Manager,9.1,64.494
787,CAND_0084306,HR Manager,9.9,64.492
788,CAND_0011503,Marketing Manager,14.4,64.483
789,CAND_0026066,Operations Manager,12.2,64.481
790,CAND_0029780,Marketing Manager,14.0,64.48
791,CAND_0010269,Sales Executive,14.6,64.479
792,CAND_0024010,Accountant,8.6,64.478
793,CAND_0065430,ML Engineer,4.4,64.477
794,CAND_0003408,Accountant,8.5,64.475
795,CAND_0038827,Marketing Manager,10.2,64.474
796,CAND_0098337,Accountant,13.6,64.474
797,CAND_0084956,HR Manager,9.4,64.473
798,CAND_0044821,Content Writer,11.8,64.472
799,CAND_0006640,Sales Executive,14.7,64.471
800,CAND_0031752,ML Engineer,5.0,64.467
801,CAND_0028835,Sales Executive,12.4,64.466
802,CAND_0047091,Marketing Manager,10.2,64.458
803,CAND_0040092,Senior Software Engineer (ML),4.4,64.453
804,CAND_0017706,Sales Executive,8.9,64.451
805,CAND_0099445,Customer Support,12.4,64.451
806,CAND_0067091,Senior Software Engineer (ML),4.8,64.45
807,CAND_0043172,Content Writer,15.0,64.447
808,CAND_0042282,Sales Executive,11.0,64.445
809,CAND_0013732,Sales Executive,8.4,64.443
810,CAND_0043591,Content Writer,14.5,64.437
811,CAND_0077991,Sales Executive,8.7,64.436
812,CAND_0026245,Content Writer,14.5,64.434
813,CAND_0048174,HR Manager,10.0,64.432
814,CAND_0053870,Accountant,13.4,64.428
815,CAND_0013085,Marketing Manager,8.1,64.425
816,CAND_0063379,Customer Support,13.7,64.421
817,CAND_0066536,HR Manager,9.0,64.421
818,CAND_0051669,Sales Executive,8.8,64.419
819,CAND_0027138,HR Manager,12.6,64.417
820,CAND_0028358,Accountant,13.3,64.417
821,CAND_0017575,Operations Manager,12.9,64.415
822,CAND_0063149,Sales Executive,14.4,64.415
823,CAND_0038872,Marketing Manager,9.4,64.412
824,CAND_0011478,Marketing Manager,10.9,64.407
825,CAND_0075318,Operations Manager,9.0,64.407
826,CAND_0074578,Marketing Manager,12.4,64.405
827,CAND_0047492,ML Engineer,4.8,64.401
828,CAND_0096600,Marketing Manager,9.9,64.4
829,CAND_0017718,Operations Manager,11.8,64.399
830,CAND_0046871,HR Manager,14.8,64.399
831,CAND_0046955,Customer Support,14.3,64.398
832,CAND_0005269,Senior Software Engineer (ML),6.1,64.396
833,CAND_0052482,Marketing Manager,11.5,64.396
834,CAND_0020015,Marketing Manager,12.6,64.39
835,CAND_0074814,Marketing Manager,8.3,64.387
836,CAND_0071139,HR Manager,8.3,64.386
837,CAND_0012078,Sales Executive,11.4,64.377
838,CAND_0012400,Content Writer,11.3,64.377
839,CAND_0023420,Content Writer,13.2,64.377
840,CAND_0065407,Sales Executive,10.4,64.37
841,CAND_0013248,HR Manager,14.3,64.368
842,CAND_0040543,HR Manager,12.5,64.365
843,CAND_0050334,Accountant,13.8,64.358
844,CAND_0064567,Customer Support,10.3,64.358
845,CAND_0022864,Marketing Manager,10.1,64.357
846,CAND_0030204,Accountant,13.2,64.357
847,CAND_0067993,Sales Executive,10.8,64.353
848,CAND_0080467,Content Writer,13.5,64.352
849,CAND_0087548,Accountant,14.0,64.352
850,CAND_0010235,Content Writer,11.2,64.349
851,CAND_0008315,Sales Executive,12.7,64.344
852,CAND_0022979,Customer Support,10.2,64.341
853,CAND_0025178,HR Manager,14.9,64.34
854,CAND_0018384,Operations Manager,11.7,64.339
855,CAND_0057907,Content Writer,14.1,64.338
856,CAND_0036212,Marketing Manager,9.0,64.336
857,CAND_0070911,Marketing Manager,13.6,64.332
858,CAND_0006213,Content Writer,10.6,64.329
859,CAND_0003741,Marketing Manager,11.7,64.328
860,CAND_0029229,Accountant,12.2,64.327
861,CAND_0098232,Accountant,9.9,64.323
862,CAND_0052494,HR Manager,12.3,64.319
863,CAND_0029775,Content Writer,12.7,64.317
864,CAND_0088526,Senior Software Engineer (ML),4.6,64.314
865,CAND_0055379,Accountant,11.9,64.312
866,CAND_0064470,Content Writer,13.5,64.312
867,CAND_0004673,Customer Support,12.1,64.309
868,CAND_0004788,Sales Executive,13.5,64.303
869,CAND_0015801,Operations Manager,10.6,64.301
870,CAND_0076600,HR Manager,14.4,64.3
871,CAND_0077563,Content Writer,12.3,64.3
872,CAND_0014561,Sales Executive,13.3,64.289
873,CAND_0036650,Content Writer,14.2,64.288
874,CAND_0034605,HR Manager,12.1,64.287
875,CAND_0063768,HR Manager,8.4,64.286
876,CAND_0059942,Accountant,11.8,64.283
877,CAND_0096921,Operations Manager,9.5,64.279
878,CAND_0078731,Content Writer,12.5,64.278
879,CAND_0030847,Sales Executive,12.3,64.277
880,CAND_0095207,Computer Vision Engineer,4.0,64.277
881,CAND_0047454,HR Manager,11.3,64.274
882,CAND_0061775,HR Manager,10.0,64.271
883,CAND_0034671,Marketing Manager,8.4,64.27
884,CAND_0038247,Content Writer,8.8,64.268
885,CAND_0091822,Content Writer,8.7,64.267
886,CAND_0075535,Sales Executive,12.9,64.26
887,CAND_0005085,Operations Manager,14.7,64.259
888,CAND_0050395,Accountant,15.0,64.257
889,CAND_0071245,Sales Executive,9.6,64.257
890,CAND_0084476,Marketing Manager,11.2,64.248
891,CAND_0092600,Marketing Manager,9.1,64.24
892,CAND_0086828,Operations Manager,10.5,64.239
893,CAND_0000862,Content Writer,11.1,64.238
894,CAND_0009734,Accountant,8.6,64.237
895,CAND_0042359,Data Scientist,6.9,64.234
896,CAND_0081113,HR Manager,10.3,64.234
897,CAND_0024044,Operations Manager,9.8,64.231
898,CAND_0018277,Marketing Manager,8.7,64.222
899,CAND_0074440,Content Writer,13.6,64.221
900,CAND_0054377,AI Research Engineer,4.6,64.22
901,CAND_0041348,AI Research Engineer,3.0,64.217
902,CAND_0009016,Content Writer,12.1,64.215
903,CAND_0074975,Operations Manager,8.0,64.215
904,CAND_0088223,Accountant,14.1,64.215
905,CAND_0029985,Data Engineer,4.0,64.2
906,CAND_0017696,Marketing Manager,10.7,64.196
907,CAND_0043318,Data Scientist,6.2,64.191
908,CAND_0056029,Operations Manager,10.5,64.191
909,CAND_0035925,HR Manager,8.9,64.189
910,CAND_0004471,Operations Manager,14.0,64.187
911,CAND_0084680,Content Writer,14.6,64.183
912,CAND_0094165,AI Research Engineer,5.8,64.18
913,CAND_0065452,HR Manager,14.4,64.173
914,CAND_0009425,HR Manager,10.2,64.168
915,CAND_0053004,Customer Support,11.0,64.157
916,CAND_0066495,Accountant,11.7,64.144
917,CAND_0082218,Accountant,14.2,64.142
918,CAND_0021917,Accountant,11.6,64.139
919,CAND_0068999,Sales Executive,8.1,64.136
920,CAND_0047770,Marketing Manager,9.1,64.125
921,CAND_0046095,ML Engineer,3.9,64.117
922,CAND_0011243,Sales Executive,10.5,64.111
923,CAND_0007587,HR Manager,10.5,64.109
924,CAND_0065335,Sales Executive,12.5,64.106
925,CAND_0072485,Sales Executive,8.2,64.099
926,CAND_0003183,Operations Manager,12.6,64.094
927,CAND_0003962,HR Manager,13.0,64.083
928,CAND_0098538,Content Writer,10.4,64.068
929,CAND_0079026,Sales Executive,8.3,64.053
930,CAND_0068410,Senior Software Engineer (ML),5.8,64.041
931,CAND_0089099,Content Writer,13.8,64.035
932,CAND_0002825,Sales Executive,13.7,64.02
933,CAND_0014159,Accountant,11.5,64.02
934,CAND_0015176,Sales Executive,10.7,64.02
935,CAND_0023383,Customer Support,11.8,64.02
936,CAND_0025751,Accountant,13.0,64.02
937,CAND_0028518,HR Manager,8.9,64.02
938,CAND_0036923,Sales Executive,13.3,64.02
939,CAND_0040913,Accountant,10.2,64.02
940,CAND_0046817,Marketing Manager,11.9,64.02
941,CAND_0048277,Accountant,9.6,64.02
942,CAND_0051463,Content Writer,11.4,64.02
943,CAND_0051957,Customer Support,13.0,64.02
944,CAND_0053885,Accountant,9.0,64.02
945,CAND_0054471,Customer Support,13.7,64.02
946,CAND_0055236,Sales Executive,9.9,64.02
947,CAND_0056116,HR Manager,9.2,64.02
948,CAND_0056130,Operations Manager,8.9,64.02
949,CAND_0056783,Content Writer,10.5,64.02
950,CAND_0059649,Sales Executive,11.3,64.02
951,CAND_0060621,Accountant,12.9,64.02
952,CAND_0063794,Sales Executive,14.8,64.02
953,CAND_0064262,Operations Manager,11.8,64.02
954,CAND_0067885,Marketing Manager,11.3,64.02
955,CAND_0069468,Accountant,8.7,64.02
956,CAND_0074823,Operations Manager,9.1,64.02
957,CAND_0074893,Operations Manager,10.6,64.02
958,CAND_0076006,HR Manager,13.7,64.02
959,CAND_0081602,Operations Manager,8.9,64.02
960,CAND_0081974,Accountant,13.2,64.02
961,CAND_0084502,Content Writer,14.5,64.02
962,CAND_0085520,Marketing Manager,10.3,64.02
963,CAND_0087503,Content Writer,11.3,64.02
964,CAND_0089895,Accountant,8.4,64.02
965,CAND_0091879,Marketing Manager,13.2,64.02
966,CAND_0093050,Operations Manager,8.5,64.02
967,CAND_0099005,Content Writer,11.2,64.02
968,CAND_0099211,Operations Manager,12.8,64.02
969,CAND_0064005,Marketing Manager,11.4,64.016
970,CAND_0043582,HR Manager,11.0,64.005
971,CAND_0012902,Civil Engineer,5.9,64.003
972,CAND_0008218,Senior Software Engineer (ML),7.0,63.994
973,CAND_0021836,ML Engineer,6.5,63.987
974,CAND_0058692,Marketing Manager,8.1,63.986
975,CAND_0068320,HR Manager,11.1,63.985
976,CAND_0097256,Senior Software Engineer (ML),4.0,63.964
977,CAND_0057544,Analytics Engineer,3.2,63.94
978,CAND_0004131,Junior ML Engineer,6.8,63.925
